citations,Symbol,Synonyms
1,LOC127823893,-
1,LOC127823894,-
1,LOC127823895,-
1,LOC127823896,-
1,LOC127823897,-
1,LOC127823898,-
1,LOC127823899,-
1,LOC127823900,-
1,LOC127823901,-
1,LOC127823902,-
1,LOC127823903,-
2,LOC127823904,-
1,LOC127823905,-
1,LOC127823906,-
2,LOC127823907,-
1,LOC127823908,-
1,LOC127823909,-
1,LOC127823910,-
1,LOC127823911,-
1,LOC127823912,-
1,LOC127823913,-
1,LOC127823914,-
1,LOC127823915,-
1,LOC127823916,-
1,LOC127823917,-
1,LOC127823918,-
1,LOC127823919,-
1,LOC127823920,-
1,LOC127823921,-
1,LOC127823922,-
1,LOC127823923,-
2,LOC127823924,-
2,LOC127823925,-
1,LOC127823926,-
1,LOC127823927,-
1,LOC127823928,-
1,LOC127823929,-
1,LOC127823930,-
1,LOC127823931,-
1,LOC127823932,-
1,LOC127823933,-
1,LOC127823934,-
1,LOC127823935,-
1,LOC127823936,-
2,LOC127823937,-
2,LOC127823938,-
1,LOC127823939,-
1,LOC127823940,-
1,LOC127823941,-
1,LOC127823942,-
1,LOC127823943,-
2,LOC127823944,-
1,LOC127823945,-
1,LOC127823946,-
1,LOC127823947,-
1,LOC127823948,-
1,LOC127823949,-
2,LOC127823950,-
1,LOC127823951,-
1,LOC127823952,-
1,LOC127823953,-
1,LOC127823954,-
1,LOC127823955,-
1,LOC127823956,-
1,LOC127823957,-
1,LOC127823958,-
1,LOC127823959,-
1,LOC127823960,-
1,LOC127823961,-
1,LOC127823962,-
1,LOC127823963,-
1,LOC127823964,-
1,LOC127823965,-
1,LOC127823966,-
1,LOC127823967,-
1,LOC127823968,-
1,LOC127823969,-
1,LOC127823970,-
1,LOC127823971,-
1,LOC127823972,-
1,LOC127823973,-
1,LOC127823974,-
1,LOC127823975,-
1,LOC127823976,-
1,LOC127823977,-
1,LOC127823978,-
1,LOC127823979,-
2,LOC127823980,-
1,LOC127823981,-
1,LOC127823982,-
1,LOC127823983,-
1,LOC127823984,-
1,LOC127823985,-
1,LOC127823986,-
1,LOC127823987,-
1,LOC127823988,-
1,LOC127823989,-
1,LOC127823990,-
2,LOC127823991,-
1,LOC127823992,-
1,LOC127823993,-
1,LOC127823994,-
1,LOC127823995,-
1,LOC127823996,-
1,LOC127823997,-
1,LOC127823998,-
1,LOC127823999,-
1,LOC127824000,-
1,LOC127824001,-
1,LOC127824002,-
1,LOC127824003,-
1,LOC127824004,-
1,LOC127824005,-
1,LOC127824006,-
1,LOC127824007,-
1,LOC127824008,-
1,LOC127824009,-
1,LOC127824010,-
1,LOC127824011,-
1,LOC127824012,-
1,LOC127824013,-
1,LOC127824014,-
1,LOC127824015,-
1,LOC127824016,-
1,LOC127824017,-
1,LOC127824018,-
1,LOC127824019,-
2,LOC127824020,-
1,LOC127824022,-
2,LOC127824023,-
1,LOC127824024,-
1,LOC127824025,-
1,LOC127824026,-
2,LOC127824027,-
1,LOC127824028,-
2,LOC127824029,-
2,LOC127824030,-
1,LOC127824031,-
1,LOC127824032,-
1,LOC127824033,-
1,LOC127824034,-
1,LOC127824035,-
1,LOC127824036,-
1,LOC127824037,-
1,LOC127824038,-
1,LOC127824039,-
1,LOC127824040,-
1,LOC127824041,-
1,LOC127824042,-
1,LOC127824043,-
1,LOC127824044,-
1,LOC127824045,-
1,LOC127824046,-
1,LOC127824047,-
1,LOC127824048,-
1,LOC127824050,-
1,LOC127824051,-
2,LOC127824052,-
2,LOC127824053,-
1,LOC127824054,-
1,LOC127824055,-
2,LOC127824056,-
1,LOC127824057,-
1,LOC127824058,-
1,LOC127824059,-
1,LOC127824060,-
2,LOC127824061,-
1,LOC127824062,-
1,LOC127824063,-
1,LOC127824064,-
1,LOC127824065,-
1,LOC127824066,-
1,LOC127824067,-
1,LOC127824068,-
1,LOC127824069,-
2,LOC127824070,-
1,LOC127824071,-
2,LOC127824072,-
2,LOC127824073,-
1,LOC127824074,-
2,LOC127824075,-
1,LOC127824076,-
2,LOC127824077,-
1,LOC127824078,-
1,LOC127824079,-
1,LOC127824080,-
1,LOC127824081,-
1,LOC127824082,-
1,LOC127824083,-
2,LOC127824084,-
2,LOC127824085,-
1,LOC127824086,-
1,LOC127824087,-
1,LOC127824088,-
1,LOC127824089,-
1,LOC127824090,-
1,LOC127824091,-
1,LOC127824092,-
1,LOC127824093,-
2,LOC127824094,-
1,LOC127824095,-
1,LOC127824096,-
1,LOC127824097,-
1,LOC127824098,-
1,LOC127824099,-
1,LOC127824100,-
1,LOC127824101,-
1,LOC127824102,-
2,LOC127824103,-
1,LOC127824104,-
1,LOC127824105,-
1,LOC127824106,-
1,LOC127824107,-
1,LOC127824108,-
1,LOC127824109,-
1,LOC127824110,-
1,LOC127824111,-
1,LOC127824112,-
2,LOC127824113,-
1,LOC127824114,-
1,LOC127824115,-
2,LOC127824116,-
1,LOC127824117,-
1,LOC127824118,-
1,LOC127824119,-
1,LOC127824120,-
2,LOC127824121,-
1,LOC127824122,-
1,LOC127824123,-
2,LOC127824124,-
1,LOC127824125,-
1,LOC127824126,-
1,LOC127824127,-
1,LOC127824128,-
2,LOC127824129,-
1,LOC127824130,-
1,LOC127824131,-
1,LOC127824132,-
1,LOC127824133,-
1,LOC127824134,-
1,LOC127824135,-
1,LOC127824136,-
1,LOC127824137,-
1,LOC127824138,-
1,LOC127824139,-
1,LOC127824140,-
1,LOC127824141,-
2,LOC127824142,-
1,LOC127824143,-
1,LOC127824144,-
1,LOC127824145,-
1,LOC127824146,-
1,LOC127824147,-
1,LOC127824148,-
1,LOC127824149,-
1,LOC127824150,-
1,LOC127824151,-
1,LOC127824152,-
1,LOC127824153,-
1,LOC127824154,-
1,LOC127824155,-
1,LOC127824156,-
1,LOC127824157,-
1,LOC127824158,-
1,LOC127824159,-
2,LOC127824160,-
2,LOC127824161,-
1,LOC127824162,-
1,LOC127824163,-
1,LOC127824164,-
1,LOC127824165,-
1,LOC127824166,-
1,LOC127824167,-
1,LOC127824168,-
1,LOC127824169,-
1,LOC127824170,-
1,LOC127824171,-
2,LOC127824172,-
1,LOC127824173,-
1,LOC127824174,-
1,LOC127824175,-
1,LOC127824176,-
2,LOC127824177,-
1,LOC127824178,-
1,LOC127824179,-
1,LOC127824180,-
1,LOC127824181,-
1,LOC127824182,-
1,LOC127824183,-
1,LOC127824184,-
1,LOC127824185,-
1,LOC127824186,-
1,LOC127824187,-
1,LOC127824188,-
1,LOC127824189,-
1,LOC127824190,-
1,LOC127824191,-
1,LOC127824192,-
1,LOC127824193,-
1,LOC127824194,-
1,LOC127824195,-
1,LOC127824196,-
1,LOC127824197,-
1,LOC127824198,-
1,LOC127824199,-
1,LOC127824200,-
1,LOC127824201,-
1,LOC127824202,-
2,LOC127824203,-
2,LOC127824204,-
1,LOC127824205,-
1,LOC127824206,-
1,LOC127824207,-
1,LOC127824208,-
1,LOC127824209,-
1,LOC127824210,-
1,LOC127824211,-
2,LOC127824212,-
1,LOC127824213,-
1,LOC127824214,-
1,LOC127824215,-
1,LOC127824216,-
1,LOC127824217,-
1,LOC127824218,-
1,LOC127824219,-
1,LOC127824220,-
1,LOC127824221,-
1,LOC127824222,-
1,LOC127824223,-
1,LOC127824224,-
1,LOC127824225,-
1,LOC127824226,-
1,LOC127824227,-
1,LOC127824228,-
1,LOC127824229,-
1,LOC127824230,-
1,LOC127824231,-
1,LOC127824232,-
1,LOC127824233,-
1,LOC127824234,-
2,LOC127824235,-
2,LOC127824236,-
1,LOC127824237,-
1,LOC127824238,-
1,LOC127824239,-
1,LOC127824240,-
1,LOC127824241,-
1,LOC127824242,-
1,LOC127824243,-
1,LOC127824244,-
1,LOC127824245,-
1,LOC127824246,-
1,LOC127824247,-
2,LOC127824248,-
1,LOC127824249,-
1,LOC127824250,-
1,LOC127824251,-
1,LOC127824252,-
1,LOC127824253,-
1,LOC127824254,-
1,LOC127824255,-
2,LOC127824256,-
1,LOC127824257,-
1,LOC127824258,-
1,LOC127824259,-
2,LOC127824260,-
1,LOC127824261,-
1,LOC127824262,-
1,LOC127824263,-
1,LOC127824264,-
1,LOC127824265,-
1,LOC127824266,-
1,LOC127824268,-
2,LOC127824269,-
1,LOC127824270,-
1,LOC127824271,-
1,LOC127824272,-
1,LOC127824273,-
1,LOC127824274,-
1,LOC127824275,-
1,LOC127824276,-
1,LOC127824277,-
1,LOC127824278,-
1,LOC127824279,-
2,LOC127824280,-
1,LOC127824281,-
1,LOC127824282,-
1,LOC127824283,-
2,LOC127824284,-
1,LOC127824285,-
1,LOC127824286,-
1,LOC127824287,-
1,LOC127824288,-
1,LOC127824289,-
1,LOC127824290,-
1,LOC127824291,-
1,LOC127824292,-
1,LOC127824293,-
1,LOC127824294,-
2,LOC127824295,-
1,LOC127824296,-
1,LOC127824297,-
2,LOC127824298,-
1,LOC127824299,-
2,LOC127824300,-
1,LOC127824301,-
1,LOC127824302,-
1,LOC127824303,-
1,LOC127824304,-
1,LOC127824305,-
1,LOC127824306,-
1,LOC127824307,-
1,LOC127824308,-
1,LOC127824309,-
1,LOC127824310,-
1,LOC127824311,-
1,LOC127824312,-
1,LOC127824313,-
1,LOC127824314,-
1,LOC127824315,-
1,LOC127824316,-
1,LOC127824317,-
1,LOC127824318,-
1,LOC127824319,-
1,LOC127824320,-
2,LOC127824321,-
1,LOC127824322,-
1,LOC127824323,-
1,LOC127824324,-
1,LOC127824325,-
2,LOC127824326,-
1,LOC127824327,-
1,LOC127824328,-
2,LOC127824329,-
1,LOC127824330,-
1,LOC127824331,-
2,LOC127824332,-
1,LOC127824333,-
2,LOC127824334,-
1,LOC127824335,-
1,LOC127824336,-
1,LOC127824337,-
2,LOC127824338,-
1,LOC127824339,-
1,LOC127824340,-
2,LOC127824341,-
1,LOC127824342,-
3,LOC127824343,-
3,LOC127824344,-
2,LOC127824345,-
1,LOC127824346,-
1,LOC127824347,-
1,LOC127824348,-
1,LOC127824349,-
1,LOC127824350,-
1,LOC127824351,-
2,LOC127824352,-
1,LOC127824353,-
2,LOC127824354,-
1,LOC127824355,-
2,LOC127824356,-
1,LOC127824357,-
2,LOC127824358,-
1,LOC127824359,-
1,LOC127824360,-
1,LOC127824361,-
1,LOC127824362,-
2,LOC127824363,-
1,LOC127824364,-
1,LOC127824365,-
1,LOC127824366,-
1,LOC127824367,-
1,LOC127824368,-
1,LOC127824369,-
1,LOC127824370,-
1,LOC127824371,-
1,LOC127824372,-
1,LOC127824373,-
1,LOC127824374,-
2,LOC127824375,-
1,LOC127824376,-
1,LOC127824377,-
1,LOC127824378,-
1,LOC127824379,-
1,LOC127824380,-
1,LOC127824381,-
1,LOC127824382,-
2,LOC127824383,-
1,LOC127824384,-
1,LOC127824385,-
2,LOC127824386,-
2,LOC127824388,-
1,LOC127824389,-
2,LOC127824390,-
1,LOC127824391,-
1,LOC127824392,-
1,LOC127824393,-
1,LOC127824394,-
2,LOC127824395,-
1,LOC127824396,-
1,LOC127824397,-
1,LOC127824398,-
2,LOC127824399,-
2,LOC127824400,-
1,LOC127824401,-
2,LOC127824402,-
2,LOC127824403,-
1,LOC127824404,-
1,LOC127824405,-
1,LOC127824406,-
1,LOC127824407,-
1,LOC127824408,-
1,LOC127824409,-
1,LOC127824410,-
1,LOC127824411,-
1,LOC127824412,-
1,LOC127824413,-
1,LOC127824414,-
1,LOC127824415,-
1,LOC127824416,-
1,LOC127824417,-
1,LOC127824418,-
1,LOC127824419,-
1,LOC127824420,-
1,LOC127824421,-
1,LOC127824422,-
1,LOC127824423,-
1,LOC127824424,-
1,LOC127824425,-
1,LOC127824426,-
1,LOC127824427,-
1,LOC127824428,-
1,LOC127824429,-
1,LOC127824430,-
1,LOC127824431,-
2,LOC127824432,-
2,LOC127824433,-
1,LOC127824435,-
1,LOC127824436,-
1,LOC127824437,-
1,LOC127824438,-
1,LOC127824439,-
1,LOC127824440,-
1,LOC127824441,-
1,LOC127824442,-
1,LOC127824443,-
1,LOC127824444,-
1,LOC127824445,-
1,LOC127824446,-
1,LOC127824447,-
1,LOC127824448,-
1,LOC127824449,-
2,LOC127824450,-
2,LOC127824451,-
1,LOC127824452,-
1,LOC127824453,-
1,LOC127824454,-
2,LOC127824455,-
1,LOC127824456,-
1,LOC127824457,-
3,LOC127824458,-
1,LOC127824459,-
1,LOC127824460,-
2,LOC127824461,-
1,LOC127824462,-
1,LOC127824463,-
1,LOC127824464,-
1,LOC127824465,-
1,LOC127824466,-
1,LOC127824467,-
1,LOC127824468,-
1,LOC127824469,-
2,LOC127824470,-
1,LOC127824471,-
1,LOC127824472,-
1,LOC127824473,-
2,LOC127824474,-
1,LOC127824475,-
1,LOC127824476,-
1,LOC127824477,-
1,LOC127824478,-
1,LOC127824479,-
1,LOC127824480,-
1,LOC127824481,-
1,LOC127824482,-
1,LOC127824483,-
2,LOC127824484,-
1,LOC127824485,-
1,LOC127824486,-
1,LOC127824487,-
1,LOC127824488,-
1,LOC127824489,-
1,LOC127824490,-
1,LOC127824491,-
1,LOC127824492,-
1,LOC127824493,-
1,LOC127824494,-
1,LOC127824495,-
1,LOC127824496,-
1,LOC127824497,-
1,LOC127824498,-
1,LOC127824499,-
1,LOC127824500,-
1,LOC127824501,-
1,LOC127824502,-
1,LOC127824503,-
1,LOC127824504,-
1,LOC127824505,-
1,LOC127824506,-
1,LOC127824507,-
1,LOC127824508,-
1,LOC127824509,-
1,LOC127824510,-
1,LOC127824511,-
1,LOC127824512,-
1,LOC127824513,-
1,LOC127824514,-
1,LOC127824515,-
2,LOC127824516,-
1,LOC127824517,-
1,LOC127824518,-
1,LOC127824519,-
1,LOC127824520,-
2,LOC127824521,-
1,LOC127824522,-
1,LOC127824523,-
2,LOC127824524,-
1,LOC127824525,-
1,LOC127824526,-
1,LOC127824527,-
1,LOC127824528,-
1,LOC127824529,-
2,LOC127824530,-
1,LOC127824531,-
1,LOC127824532,-
1,LOC127824533,-
2,LOC127824534,-
2,LOC127824535,-
1,LOC127824536,-
1,LOC127824537,-
1,LOC127824538,-
1,LOC127824539,-
1,LOC127824540,-
1,LOC127824541,-
1,LOC127824542,-
1,LOC127824543,-
1,LOC127824544,-
1,LOC127824545,-
1,LOC127824546,-
1,LOC127824547,-
1,LOC127824548,-
1,LOC127824549,-
1,LOC127824550,-
1,LOC127824551,-
1,LOC127824552,-
1,LOC127824553,-
1,LOC127824554,-
1,LOC127824555,-
2,LOC127824556,-
1,LOC127824557,-
1,LOC127824558,-
1,LOC127824559,-
1,LOC127824560,-
1,LOC127824561,-
1,LOC127824562,-
1,LOC127824563,-
1,LOC127824564,-
1,LOC127824565,-
1,LOC127824566,-
1,LOC127824567,-
1,LOC127824568,-
1,LOC127824569,-
1,LOC127824570,-
1,LOC127824571,-
1,LOC127824572,-
1,LOC127824573,-
1,LOC127824574,-
1,LOC127824575,-
1,LOC127824576,-
1,LOC127824577,-
1,LOC127824578,-
1,LOC127824579,-
1,LOC127824580,-
1,LOC127824581,-
1,LOC127824582,-
1,LOC127824583,-
1,LOC127824584,-
2,LOC127824585,-
1,LOC127824586,-
1,LOC127824587,-
1,LOC127824588,-
1,LOC127824589,-
1,LOC127824590,-
1,LOC127824591,-
1,LOC127824592,-
1,LOC127824593,-
2,LOC127824594,-
1,LOC127824595,-
1,LOC127824596,-
2,LOC127824597,-
1,LOC127824598,-
1,LOC127824599,-
1,LOC127824600,-
1,LOC127824601,-
1,LOC127824602,-
1,LOC127824603,-
1,LOC127824604,-
1,LOC127824605,-
1,LOC127824606,-
2,LOC127824607,-
1,LOC127824608,-
1,LOC127824609,-
1,LOC127824610,-
1,LOC127824611,-
1,LOC127824612,-
1,LOC127824613,-
1,LOC127824614,-
1,LOC127824615,-
1,LOC127824616,-
1,LOC127824617,-
1,LOC127824618,-
1,LOC127824619,-
1,LOC127824620,-
1,LOC127824621,-
1,LOC127824622,-
1,LOC127824623,-
1,LOC127824624,-
1,LOC127824625,-
1,LOC127824626,-
1,LOC127824627,-
1,LOC127824628,-
1,LOC127824629,-
1,LOC127824630,-
1,LOC127824631,-
1,LOC127824632,-
1,LOC127824633,-
1,LOC127824634,-
2,LOC127824635,-
1,LOC127824636,-
1,LOC127824637,-
1,LOC127824638,-
1,LOC127824639,-
1,LOC127824640,-
1,LOC127824641,-
1,LOC127824642,-
1,LOC127824643,-
1,LOC127824644,-
1,LOC127824645,-
1,LOC127824646,-
1,LOC127824647,-
1,LOC127824648,-
1,LOC127824649,-
1,LOC127824650,-
1,LOC127824651,-
1,LOC127824652,-
1,LOC127824653,-
1,LOC127824654,-
2,LOC127824655,-
1,LOC127824656,-
1,LOC127824657,-
1,LOC127824658,-
1,LOC127824659,-
1,LOC127824660,-
1,LOC127824661,-
1,LOC127824662,-
1,LOC127824663,-
1,LOC127824664,-
1,LOC127824665,-
1,LOC127824666,-
1,LOC127824667,-
1,LOC127824668,-
1,LOC127824669,-
1,LOC127824670,-
1,LOC127824671,-
1,LOC127824672,-
1,LOC127824673,-
1,LOC127824674,-
1,LOC127824675,-
1,LOC127824676,-
1,LOC127824677,-
1,LOC127824678,-
1,LOC127824679,-
1,LOC127824680,-
1,LOC127824681,-
1,LOC127824682,-
1,LOC127824683,-
1,LOC127824684,-
1,LOC127824685,-
1,LOC127824686,-
1,LOC127824687,-
1,LOC127824688,-
1,LOC127824689,-
1,LOC127824690,-
2,LOC127824691,-
1,LOC127824692,-
1,LOC127824693,-
1,LOC127824694,-
1,LOC127824695,-
1,LOC127824696,-
1,LOC127824697,-
1,LOC127824698,-
1,LOC127824699,-
1,LOC127824700,-
1,LOC127824701,-
1,LOC127824702,-
1,LOC127824703,-
1,LOC127824704,-
1,LOC127824705,-
1,LOC127824706,-
1,LOC127824707,-
1,LOC127824708,-
1,LOC127824709,-
1,LOC127824710,-
1,LOC127824711,-
2,LOC127824712,-
1,LOC127824713,-
1,LOC127824714,-
1,LOC127824715,-
1,LOC127824716,-
1,LOC127824717,-
1,LOC127824718,-
1,LOC127824719,-
1,LOC127824720,-
1,LOC127824721,-
1,LOC127824722,-
2,LOC127824723,-
2,LOC127824724,-
1,LOC127824725,-
1,LOC127824726,-
1,LOC127824727,-
1,LOC127824728,-
1,LOC127824729,-
2,LOC127824730,-
1,LOC127824731,-
1,LOC127824732,-
1,LOC127824733,-
1,LOC127824734,-
2,LOC127824735,-
1,LOC127824736,-
1,LOC127824737,-
1,LOC127824738,-
1,LOC127824739,-
1,LOC127824740,-
1,LOC127824741,-
1,LOC127824742,-
1,LOC127824743,-
1,LOC127824744,-
1,LOC127824745,-
1,LOC127824746,-
1,LOC127824747,-
2,LOC127824748,-
2,LOC127824749,-
1,LOC127824750,-
2,LOC127824751,-
1,LOC127824752,-
2,LOC127824753,-
1,LOC127824754,-
1,LOC127824755,-
1,LOC127824756,-
1,LOC127824757,-
2,LOC127824758,-
1,LOC127824759,-
1,LOC127824760,-
2,LOC127824761,-
1,LOC127824762,-
1,LOC127824763,-
2,LOC127824764,-
2,LOC127824765,-
2,LOC127824766,-
1,LOC127824767,-
1,LOC127824768,-
1,LOC127824769,-
1,LOC127824770,-
1,LOC127824771,-
1,LOC127824772,-
1,LOC127824773,-
1,LOC127824774,-
1,LOC127824775,-
1,LOC127824776,-
1,LOC127824777,-
2,LOC127824778,-
1,LOC127824779,-
1,LOC127824780,-
1,LOC127824781,-
1,LOC127824782,-
1,LOC127824783,-
1,LOC127824784,-
1,LOC127824785,-
1,LOC127824786,-
1,LOC127824787,-
1,LOC127824788,-
1,LOC127824789,-
1,LOC127824790,-
1,LOC127824791,-
1,LOC127824792,-
1,LOC127824793,-
1,LOC127824794,-
1,LOC127824795,-
1,LOC127824796,-
1,LOC127824797,-
1,LOC127824798,-
1,LOC127824799,-
1,LOC127824800,-
1,LOC127824801,-
1,LOC127824802,-
1,LOC127824803,-
1,LOC127824804,-
1,LOC127824805,-
1,LOC127824806,-
1,LOC127824807,-
1,LOC127824808,-
1,LOC127824809,-
1,LOC127824810,-
1,LOC127824811,-
2,LOC127824812,-
1,LOC127824813,-
1,LOC127824814,-
1,LOC127824815,-
2,LOC127824816,-
1,LOC127824817,-
1,LOC127824818,-
1,LOC127824819,-
1,LOC127824820,-
1,LOC127824821,-
1,LOC127824822,-
1,LOC127824823,-
1,LOC127824824,-
1,LOC127824825,-
1,LOC127824826,-
1,LOC127824827,-
1,LOC127824828,-
1,LOC127824829,-
1,LOC127824830,-
2,LOC127824831,-
1,LOC127824832,-
1,LOC127824833,-
1,LOC127824834,-
1,LOC127824835,-
1,LOC127824836,-
1,LOC127824837,-
1,LOC127824838,-
2,LOC127824839,-
1,LOC127824840,-
1,LOC127824841,-
1,LOC127824842,-
1,LOC127824843,-
1,LOC127824844,-
1,LOC127824845,-
1,LOC127824846,-
1,LOC127824847,-
2,LOC127824848,-
1,LOC127824849,-
1,LOC127824850,-
2,LOC127824851,-
1,LOC127824853,-
1,LOC127824854,-
1,LOC127824855,-
1,LOC127824856,-
1,LOC127824857,-
1,LOC127824858,-
1,LOC127824859,-
1,LOC127824860,-
1,LOC127824861,-
1,LOC127824862,-
2,LOC127824863,-
1,LOC127824864,-
1,LOC127824865,-
1,LOC127824866,-
1,LOC127824867,-
1,LOC127824868,-
1,LOC127824869,-
1,LOC127824870,-
2,LOC127824871,-
1,LOC127824872,-
2,LOC127824873,-
2,LOC127824874,-
1,LOC127824875,-
1,LOC127824876,-
2,LOC127824877,-
2,LOC127824878,-
1,LOC127824879,-
1,LOC127824880,-
1,LOC127824881,-
1,LOC127824882,-
1,LOC127824883,-
1,LOC127824884,-
1,LOC127824885,-
1,LOC127824886,-
1,LOC127824887,-
1,LOC127824888,-
1,LOC127824889,-
1,LOC127824890,-
1,LOC127824891,-
1,LOC127824892,-
1,LOC127824893,-
1,LOC127824894,-
1,LOC127824895,-
1,LOC127824896,-
1,LOC127824897,-
1,LOC127824898,-
2,LOC127824899,-
1,LOC127824900,-
1,LOC127824901,-
1,LOC127824902,-
1,LOC127824903,-
2,LOC127824904,-
1,LOC127824905,-
2,LOC127824906,-
1,LOC127824907,-
1,LOC127824908,-
1,LOC127824909,-
2,LOC127824910,-
1,LOC127824911,-
1,LOC127824912,-
1,LOC127824913,-
1,LOC127824914,-
1,LOC127824915,-
1,LOC127824916,-
1,LOC127824917,-
1,LOC127824918,-
1,LOC127824919,-
1,LOC127824920,-
1,LOC127824921,-
1,LOC127824922,-
1,LOC127824923,-
1,LOC127824924,-
1,LOC127824925,-
1,LOC127824926,-
1,LOC127824927,-
1,LOC127824928,-
1,LOC127824929,-
1,LOC127824930,-
1,LOC127824931,-
1,LOC127824932,-
1,LOC127824933,-
1,LOC127824934,-
1,LOC127824935,-
1,LOC127824936,-
1,LOC127824937,-
1,LOC127824938,-
1,LOC127824939,-
1,LOC127824940,-
1,LOC127824941,-
2,LOC127824942,-
1,LOC127824943,-
1,LOC127824944,-
1,LOC127824945,-
1,LOC127824946,-
1,LOC127824947,-
1,LOC127824948,-
1,LOC127824949,-
1,LOC127824950,-
1,LOC127824951,-
1,LOC127824952,-
1,LOC127824953,-
1,LOC127824954,-
1,LOC127824955,-
1,LOC127824956,-
1,LOC127824957,-
1,LOC127824958,-
1,LOC127824959,-
1,LOC127824960,-
1,LOC127824961,-
1,LOC127824962,-
1,LOC127824963,-
1,LOC127824964,-
1,LOC127824965,-
1,LOC127824966,-
1,LOC127824967,-
1,LOC127824968,-
1,LOC127824969,-
1,LOC127824970,-
1,LOC127824971,-
1,LOC127824972,-
2,LOC127824973,-
1,LOC127824974,-
1,LOC127824975,-
1,LOC127824976,-
1,LOC127824977,-
1,LOC127824978,-
1,LOC127824979,-
1,LOC127824980,-
1,LOC127824981,-
1,LOC127824982,-
2,LOC127824983,-
1,LOC127824984,-
1,LOC127824985,-
1,LOC127824986,-
1,LOC127824987,-
1,LOC127824988,-
1,LOC127824989,-
1,LOC127824990,-
1,LOC127824991,-
1,LOC127824992,-
1,LOC127824993,-
1,LOC127824994,-
1,LOC127824995,-
1,LOC127824996,-
1,LOC127824997,-
1,LOC127824998,-
1,LOC127824999,-
1,LOC127825000,-
1,LOC127825001,-
1,LOC127825002,-
1,LOC127825003,-
1,LOC127825004,-
1,LOC127825005,-
1,LOC127825006,-
1,LOC127825007,-
1,LOC127825008,-
1,LOC127825009,-
1,LOC127825010,-
1,LOC127825011,-
1,LOC127825012,-
1,LOC127825013,-
2,LOC127825014,-
1,LOC127825015,-
1,LOC127825016,-
1,LOC127825017,-
1,LOC127825018,-
1,LOC127825019,-
1,LOC127825020,-
2,LOC127825021,-
1,LOC127825022,-
1,LOC127825023,-
1,LOC127825024,-
1,LOC127825025,-
1,LOC127825026,-
2,LOC127825027,-
1,LOC127825028,-
1,LOC127825029,-
1,LOC127825030,-
1,LOC127825031,-
1,LOC127825032,-
1,LOC127825033,-
1,LOC127825034,-
1,LOC127825035,-
1,LOC127825036,-
1,LOC127825037,-
1,LOC127825038,-
1,LOC127825039,-
1,LOC127825040,-
1,LOC127825041,-
1,LOC127825042,-
2,LOC127825043,-
1,LOC127825044,-
1,LOC127825045,-
1,LOC127825046,-
1,LOC127825047,-
1,LOC127825048,-
1,LOC127825049,-
1,LOC127825050,-
2,LOC127825051,-
1,LOC127825052,-
2,LOC127825053,-
1,LOC127825054,-
1,LOC127825055,-
1,LOC127825056,-
1,LOC127825057,-
1,LOC127825058,-
1,LOC127825059,-
1,LOC127825060,-
1,LOC127825061,-
1,LOC127825062,-
1,LOC127825063,-
1,LOC127825064,-
1,LOC127825065,-
1,LOC127825066,-
1,LOC127825067,-
1,LOC127825068,-
1,LOC127825069,-
1,LOC127825070,-
1,LOC127825071,-
1,LOC127825072,-
1,LOC127825073,-
1,LOC127825074,-
2,LOC127825075,-
1,LOC127825076,-
1,LOC127825077,-
1,LOC127825078,-
1,LOC127825079,-
1,LOC127825080,-
1,LOC127825081,-
1,LOC127825082,-
1,LOC127825083,-
1,LOC127825084,-
1,LOC127825085,-
1,LOC127825086,-
1,LOC127825087,-
2,LOC127825088,-
1,LOC127825089,-
1,LOC127825090,-
1,LOC127825091,-
1,LOC127825092,-
2,LOC127825093,-
1,LOC127825094,-
1,LOC127825095,-
1,LOC127825096,-
1,LOC127825097,-
1,LOC127825098,-
2,LOC127825099,-
1,LOC127825100,-
1,LOC127825101,-
1,LOC127825102,-
1,LOC127825103,-
1,LOC127825104,-
1,LOC127825105,-
1,LOC127825106,-
1,LOC127825107,-
1,LOC127825108,-
1,LOC127825109,-
2,LOC127825110,-
1,LOC127825111,-
2,LOC127825112,-
3,LOC127825113,-
1,LOC127825114,-
1,LOC127825115,-
1,LOC127825116,-
1,LOC127825117,-
1,LOC127825118,-
1,LOC127825119,-
1,LOC127825120,-
1,LOC127825121,-
1,LOC127825122,-
1,LOC127825123,-
1,LOC127825124,-
1,LOC127825125,-
2,LOC127825126,-
1,LOC127825127,-
1,LOC127825128,-
1,LOC127825129,-
2,LOC127825130,-
1,LOC127825131,-
1,LOC127825132,-
1,LOC127825133,-
1,LOC127825134,-
1,LOC127825135,-
1,LOC127825136,-
1,LOC127825137,-
1,LOC127825138,-
1,LOC127825139,-
1,LOC127825140,-
1,LOC127825141,-
1,LOC127825142,-
1,LOC127825143,-
1,LOC127825144,-
1,LOC127825145,-
1,LOC127825146,-
1,LOC127825147,-
1,LOC127825148,-
1,LOC127825149,-
1,LOC127825150,-
1,LOC127825151,-
1,LOC127825152,-
1,LOC127825153,-
1,LOC127825154,-
1,LOC127825155,-
1,LOC127825156,-
1,LOC127825157,-
1,LOC127825158,-
1,LOC127825159,-
1,LOC127825160,-
1,LOC127825161,-
1,LOC127825162,-
1,LOC127825163,-
1,LOC127825164,-
1,LOC127825165,-
1,LOC127825166,-
2,LOC127825167,-
1,LOC127825168,-
1,LOC127825169,-
