Rank	Protein	Mean rank	Overlapping Proteins
1	CSNK2A1*	5.636	TDRKH,RB1,MDC1,TRIO,POP1,WIPF2,RAPH1,HNRNPR,GPATCH4,SPINT2,FNBP1L,SMC3,WDR89,NOC2L,SMC4,GPATCH8,EPS8,RNF114,RAVER1,FNBP4,WDHD1,MED1,DAXX,SAP30BP,MBNL1,PRKCB,ZNF281,NGDN,DDX10,WDR75,PRKCA,PHKA1,SCRIB,DICER1,CD2AP,SYTL2,EML4,BCR,FAM133A,DYNC1LI2,MAP1B,FDX1,TXNIP,EXD2,PRKDC,MEPCE,NCAPG,NOLC1,MTMR4,PRKCZ,SAMSN1,MTDH,RIC8A,LDHA,HSPH1,LARP1,EPB41L1,SFN,NUP88,RREB1,S100A11,MCTS1,BTF3,ZNF264,ZNF263,ZNF384,EIF2AK3,LARP7,IRF2BP2,PRRC2C,NFATC2,EIF2AK4,LARP4,ELL2,FOSL2,ABTB2,HNRNPM,EIF5,HNRNPK,NMT1,CDK12,AVL9,CDK13,EZH1,EZH2,CPEB4,CDKN1A,SETD2,SMG1,TUT7,SRP54,TCF20,OSBPL11,SMG7,PHF6,WDR43,HOXC10,ARHGAP4,PHF8,LRRC1,EEA1,CHAF1B,NIPBL,CASP10,TRIM2,TRIM3,PBK,RPLP2,NELFE,UPF2,RING1,NSUN2,BAZ1A,ASH1L,DUSP9,CIT,NCOR2,VAMP8,GCFC2,HADHA,HCLS1,TUT1,EXOC1,TMF1,STAU1,AHNAK,STAU2,RPL12,ATL2,SRRT,EGFR,CENPC,GGA2,RECQL4,BCLAF1,RECQL5,SNX27,RNF139,TCOF1,NSD1,UBN2,NSD2,UBN1,LEO1,SPP1,PMS2,RPL13,FLNB,ZNF106,RPS2,SF3B1,SRSF12,CASP8AP2,MBD4,SLC16A1,MDH2,RIOK3,STAT2,ATAD2,YLPM1,WDR11,GATAD2A,CENPE,SNX19,RYBP,SNX16,MYBBP1A,PSMC1,SERBP1,LPCAT2,CCDC6,ZNF217,PKN2,GOPC,CIAPIN1,NCAPD3,NUCB2,BRDT,CCNT2,NCF1,RIF1,FMR1,CSE1L,IRS2,AUP1,RIMS2,SALL2,OSBP,SMARCAD1,MAP3K9,SLC39A7,KPNA2,ZNF687,GTF2I,HMGN1,TLE4,MAP2K1,SUPT16H,TLE1,RPS5,RPS6,TAP1,TRAFD1,PRPF4B,THOC3,THOC2,GTF2F1,THOC5,CDC25C,CDC25B,FTSJ3,SAP30,MSH6,ARMCX3,PYGO2,ILF3,MELK,STIM1,KAT6A,NCL,MADD,ZNF318,FKBP8,PKP2,PHIP,ADNP,PKP3,SRSF6,FKBP4,SQSTM1,FKBP3,AJUBA,KPNB1,ANKRD17,COL17A1,KMT2D,DNMT1,KMT2A,CBFB,KMT2C,ANKRD11,KMT2B,STK39,GMPS,NRF1,GPATCH2L,HSP90B1,BAG6,STIP1,HNRNPDL,ORC1,STK36,UBR7,ATXN7,UBR5,TPR,ABL1,ABL2,DVL3,ZKSCAN1,AP1M2,OSBPL9,OSBPL8,ZBTB17,BRPF1,FANCM,FUS,SYNJ2,EEF2,PALB2,NFKB2,BCL9,GON4L,SCCPDH,TFCP2,STK26,CPD,BCL3,ALB,CDK1,PDCL,MNAT1,LRCH3,ZNF652,EIF4G1,RNF10,CRYBG1,SH2D4A,WDR1,NUMA1,WDR4,FHL2,ZC3H8,MCM10,CDC73,PTBP1,PPP1R13L,SNRNP70,EXO1,SUMO2,TLK2,UBTF,TLK1,CEP170,WDR7,ZNF644,LBR,EIF5B,RFC1,DTX3L,SH2D3A,SECISBP2L,ATRX,TRAF2,RANGAP1,ARFGAP1,PATL1,PTBP3,ASPM,DNAJC2,DNAJC1,DBF4,ZNF638,MCM3,LCOR,MCM4,BIRC6,DSG2,LCP2,MCM6,PPP1R12B,SEC22B,DTL,GAPDH,MET,MCM2,TRIM56,RNF31,GTF3C2,RAB1A,SEC23A,UHRF1,HDAC1,PRCC,FOXK1,TTK,PPM1G,DNAJB1,IFI16,POLR2A,RBBP5,VPS50,ZNF507,EIF4H,SH3BP4,RBBP6,IGF2BP3,ZNF622,ASCC3,HNRNPA1,HNRNPA0,SPAG9,PTPN1,NOP58,SSB,GPKOW,CNBP,MGA,CDC42BPG,FOXJ3,RPRD2,OXR1,BICC1,SH3D21,PRC1,VAPB,SPAG1,ESF1,PTPN6,CEBPZ,EIF3C,SEC24C,EIF3A,TNRC6A,EIF3B,PTPN3,CUL4B,ZMYND8,MKI67,IKZF3,IKZF4,CCAR1,CDC20,PNN,GOLGA4,BAIAP2L1,RPS6KA5,TRIM28,CHEK2,RPS6KA1,TRIM24,DPF2,RCC1,TRIM25,ARFIP1,DENR,CCNL2,GLUL,SOX7,TBC1D22B,SOX4,SEC63,TMPO,TNS1,SRRM2,SMARCC1,SMARCC2,SCAF11,PIMREG,RUNX2,SRRM1,RUNX1,MARF1,SUB1,GRWD1,VDAC1,TAGLN2,MXRA5,MACF1,GRB7,SPTBN4,DHX9,CTR9,MYCBP2,HTATSF1,FXR1,BRIP1,SCFD1,NUAK2,SPAST,FXR2,PDCD11,RACGAP1,PCBP1,SCAP,TNRC18,TP53BP1,N4BP2,SNX6,CARMIL1,CDT1,XRCC6,XBP1,ZRANB2,SETDB1,MICAL2,XRCC1,SMARCA1,PAICS,TRERF1,DCLK1,PARP12,SRPK1,SMARCA4,PARP10,ANLN,CCDC88A,ARMC10,CALU,PAF1,SPATS2L,RCOR2,CLIC6,TOP2A,TOP2B,HIP1,NKAP,MIA2,MIA3,RSF1,BRCA1,PTPRK,COIL,AKAP13,SYNCRIP,GYS1,PCM1,MIS18BP1,PCF11,UIMC1,ENC1,CHAMP1,DHX15,KIF1B,KIF1A,UTP14A,TOMM70,CCT3,MAP4K2,NCOA6,PRPF40A,AP3B1,TOPORS,GAK,ENAH,HCK,CTTN,SLTM,NFX1,PACS1,CSDE1,MAPT,ARHGEF5,DCP2,DYNC1I2,STX16,XIAP,NOL8,AKAP1,LIMA1,PURA,PAK1,PGRMC1,PGRMC2,SLX4,CUX1,PAK6,PAK4,MAP4K4,TSNAX,RANBP2,GIT2,NPM1,GBF1,HUWE1,AP3D1,RPA2,PLEKHA6,PLEKHA7,MPP7,RSL1D1,KIF26B,HNRNPA2B1,CAPZA2,TRIP12,OTUD4,FOXA1,ERCC6L,KDM1A,GEMIN2,POGK,HDLBP,BUB1B,CELSR1,ESPN,EEF1B2,FBL,GRIP1,PPIP5K2,PPFIA1,CMTR1,ZBP1,NOM1,GAS2L3,RALBP1,KDM2B,LIG1,CASK,LMTK2,ARID5B,UBE4B,LMO7,TANC2,MID2,CCNE2,TMX2,HNRNPUL2,PRPF3,TIMELESS,HDGFL2,CARD11,RAI14,DDX5,COPA,PXK,YTHDC1,SEL1L,NOP2,FBLN1,PDS5A,SUPT6H,NUP160,CAMSAP1,CAMSAP2,CCNB2,VCPIP1,RAI1,ZC3H18,LPXN,STAP2,SUDS3,ECT2,ZC3H13,MORC2,MARK3,ANKZF1,FAM83B,GCN1,BPTF,IVNS1ABP,CBX8,HSPA8,CPSF7,KLHDC4,CPSF1,CAV1,ARHGEF38,HMGA1,HMGA2,TDRD7,NUP153,EIF2S2,TDRD3,SYT7,SSH1,ARHGAP23,DNMBP,KIF18B,DLG2,DLG3,NASP,UBA1,STT3B,PI4KB,LSM14B,GRSF1,BRWD3,UBE2M,RBM27,DDX3Y,KDM5B,USP36,KDM5C,DDX3X,SOWAHB,CHD8,MAST2,CHD7,HMGB3,CHD4,ADAR,YBX1,CHD2,CHTF18,CHD1,LMNB1,PPP1R9B,MFSD6,CASP8,MYO18A,MYBL2,TOPBP1,SCYL2,RBM6,ARHGEF11,ABCC3,RBM14,USP42,DDX55,CAD,RBM19,ARHGEF16,PLA2G4A,RPS3A,NAV1,IRAK4,SHROOM1,NAV2,MASTL,SAFB,UTP18,CKAP5,PJA2,DDX19A,RCN1,RBL1,THRAP3,RBM20,TERF2IP,BLVRA,PLEC,SASH3,USP16,DCTN1,USP10,DDX20,PARN,DDX21,WIZ,ADD3,IWS1,ATAD2B,POLD3,NXF1,RPS6KC1,TGS1,FAM120B,TRA2B,TRA2A,NRIP1,EPS8L1,EPS8L3,MAPK6,FBRS,BUB1,ABCF1,GALNT7,ARFGEF1,SPEN,RBM39,TCF7L2,RRM2,TAF15,NAA10,NIFK,EYA3,LIMK2,PDAP1,CDK11B,U2SURP,CHFR,WEE1,GOLPH3,POLE3,NUP35,NAA15,ABCE1,RBMX
2	CDK2*	7.455	RB1,MDC1,TRIO,SMC3,NOC2L,SMC4,GPATCH8,MTBP,DPYSL2,DPYSL3,GTSE1,WDHD1,MED1,DAXX,PRKCB,ZNF281,DDX10,PRKCA,SCRIB,DICER1,PHKA2,CD2AP,SYTL2,EML4,BCR,TXNIP,OPTN,EXD2,LRPAP1,CDCA2,CDCA3,CRABP2,PRKDC,MEPCE,CDCA8,NCAPG,NOLC1,SLAIN2,SKA3,MTMR4,PRKCZ,MTDH,LDHA,HSPH1,LARP1,SERPINH1,SFN,RREB1,S100A11,MCTS1,EIF2AK3,LARP7,NFATC2,EIF2AK4,LARP4,PRRC2A,ABTB2,HNRNPM,EIF5,HNRNPK,NMT1,CDK12,CDK13,EZH1,EZH2,ARF4,LIN54,CDKN1A,SETD2,SMG1,TCF20,PHF6,HOXC10,WDR43,ARHGAP4,PHF8,TUBA1C,CHAF1B,CHAF1A,MED13,AIFM1,CASP10,NUF2,PBK,RPLP2,IKBKG,CIC,DLGAP5,CEP55,DLGAP4,NDC1,UPF2,TPI1,RING1,NSUN2,MYOF,BAZ1A,DUSP9,CIT,NCOR2,HADHA,INCENP,HCLS1,TKT,AHNAK,RPL12,ATL2,SRRT,EGFR,UNG,CENPC,GGA2,RECQL4,BCLAF1,RECQL5,SNX27,TCOF1,NSD1,NSD2,LEO1,SPP1,PMS2,RPL13,FLNB,RPS2,SF3B1,SRSF12,CASP8AP2,MBD4,MDH2,RIOK3,STAT2,ATAD2,GPR50,TARBP2,WDR11,GATAD2A,CENPE,CENPF,SNX19,MYBBP1A,PSMC1,LPCAT2,CCDC6,ZNF217,PKN2,CIAPIN1,NCAPD3,UHRF1BP1L,CCNT2,NCF1,RIF1,CSE1L,SYAP1,UBP1,IRS2,AUP1,EIF4ENIF1,SMARCAD1,MAP3K9,SLC39A7,KPNA2,GTF2I,TLE4,MAP2K1,SUPT16H,CEP135,TLE1,RPS5,RPS6,TAP1,PRPF4B,THOC3,CDC25C,GTF2F1,SRCIN1,CDC25B,MSH6,PYGO2,ILF3,MELK,KAT6A,NCL,MADD,FKBP8,PHIP,ADNP,PKP3,SRSF6,FKBP4,SQSTM1,AJUBA,KPNB1,ANAPC1,ANKRD17,KMT2D,DNMT1,CBFB,KMT2A,KMT2C,KMT2B,STK39,GMPS,CORO1A,HSP90B1,NPAT,STIP1,ORC1,HNRNPDL,STK36,UBR7,BAG3,ORC2,TPR,PGK1,ABL1,ABL2,SMN1,ZBTB17,BRPF1,FANCM,FUS,SEC16A,GFPT1,SYNJ2,EEF2,PALB2,NFKB2,ZC3HC1,TFCP2,STK26,ALB,BCL3,CDK1,PDCL,MNAT1,LRCH3,EIF4G1,ARHGAP11A,NUMA1,WDR1,WDR4,FHL2,MCM10,PTBP1,EXO1,SNRNP70,PPP1R13L,SUMO2,PSD3,TLK2,UBTF,TLK1,WDR7,CEP170,ZNF644,ERC1,ATP7A,LBR,CEP290,DSP,EIF5B,RFC1,SH2D3A,ATRX,TRAF2,RANGAP1,ARFGAP1,PTBP3,ASPM,DNAJC2,DBF4,ESPL1,ZNF638,MCM3,LCOR,MCM4,BIRC6,DSG2,MCM6,SEC22B,PPP1R12B,DTL,GAPDH,MET,MCM2,RNF31,GTF3C2,RAB1A,SEC23A,NUFIP2,UHRF1,HDAC1,TTK,FOXK1,PPM1G,POLR2A,IFI16,RBBP5,VPS50,RSBN1L,RBBP8,EIF4H,IGF2BP3,RBBP6,ZNF622,HNRNPA1,DCAF11,E2F8,HNRNPA0,SLC12A2,SPAG9,PTPN1,CIZ1,MARCKSL1,SSB,CNBP,CDC42BPG,FOXJ3,PRC1,SPAG1,PTPN6,CEBPZ,EIF3C,EIF3A,TNRC6A,EIF3B,PTPN3,CUL4B,JPT2,MKI67,IKZF3,IKZF4,CDC20,GOLGA2,PNN,GOLGA4,BAIAP2L1,RPS6KA5,TRIM28,CHEK2,CDC26,RPS6KA1,TRIM24,DPF2,RCC1,TRIM25,ARFIP1,DENR,CCNL2,SCAPER,SLC12A8,TBC1D22B,SOX4,TMPO,TNS1,SRRM2,SMARCC1,SMARCC2,LIMCH1,KRT8,KNL1,PIMREG,RUNX2,SRRM1,RUNX1,MARF1,XRN1,SUB1,GRWD1,AKAP9,TAGLN2,VDAC1,LLGL1,MACF1,DHX9,MYCBP2,CTR9,HTATSF1,BRIP1,DSN1,NUAK2,SPAST,RACGAP1,PDCD11,PCBP1,TNRC18,CEP192,TP53BP1,HIVEP2,SNX6,CARMIL1,CDT1,XRCC6,XBP1,IQSEC2,SETDB1,RAB27A,XRCC1,SMARCA1,PAICS,DCLK1,SMARCA4,SRPK1,PARP10,ANLN,POLA1,CCDC88A,TPX2,CALU,RCOR2,TOP2A,TOP2B,KIF14,RSF1,BRCA1,PTPRK,SIPA1L2,SIPA1L3,COIL,AKAP13,SYNCRIP,GYS1,SIPA1L1,ZMYM3,MIS18BP1,UIMC1,ENC1,CHAMP1,DHX15,UFD1,KIF1B,KIF1A,CCT3,TOMM70,MAP4K2,PARP4,PARP2,KIF23,KIF22,TOPORS,GAK,HCK,UGDH,CTTN,NFX1,CSDE1,ARHGEF1,MAPT,ARHGEF5,DYNC1I2,SLC20A2,STX16,SLC20A1,DOT1L,IGHMBP2,NOL8,XIAP,AKAP1,LIMA1,PURA,PAK1,PGRMC1,SLX4,CUX1,PAK6,PCNT,REM2,PAK4,MAP4K4,TSNAX,RANBP2,GIT2,SVIL,NPM1,GBF1,HUWE1,PLEKHA6,RPA2,PLEKHA7,RSL1D1,MPHOSPH9,KRT18,KIF26B,HNRNPA2B1,CAPZA2,TACC3,TRIP12,FOXA1,OTUD4,ERCC6L,KDM1A,POGK,RASEF,BCCIP,HDLBP,BUB1B,NUCKS1,CELSR1,ESPN,EEF1B2,FBL,GRIP1,PPIP5K2,ARHGEF40,CMTR1,NOM1,GAS2L3,RALBP1,BORA,LIG1,KDM2B,CASK,LMTK2,LMO7,UBE4B,POU3F2,TANC2,CCNE2,TMX2,PRPF3,TIMELESS,CARD14,CARD11,RAI14,HOMEZ,DDX5,COPA,PXK,NOP2,PDS5A,SUPT6H,CAMSAP1,CCNB2,LPXN,ZC3H18,CLSPN,SUDS3,ECT2,FAM83D,MORC2,MARK3,GCN1,ANKZF1,BPTF,IVNS1ABP,CBX8,HSPA8,CPSF7,KLHDC4,CPSF1,CAV1,ARHGEF38,HMGA1,HMGA2,TDRD7,NUP153,EIF2S2,SSH2,TDRD3,ANKHD1,SSH1,DNMBP,DLG2,KIF18B,NASP,DLG3,KIF4A,UBA1,STT3B,PI4KB,LSM14B,GRSF1,BRWD3,UBE2M,DDX3Y,RBM27,KDM5B,USP36,KDM5C,DDX3X,CHD8,MAST2,CHD7,HMGB3,CHD4,ADAR,YBX1,CHD2,CHTF18,OPLAH,CHD1,LMNB1,PPP1R9B,RBM3,CASP8,SIX4,RB1CC1,MYO18A,MYBL2,CA9,TOPBP1,POLE,ARFGEF3,SCYL2,ARHGEF11,ABCC3,BCKDHA,RBM14,USP42,DDX55,ARHGEF16,CAD,RBM19,PLA2G4A,SHROOM3,RPS3A,IRAK4,SHROOM1,NAV2,MASTL,CKAP5,PJA2,RBL2,PSRC1,RBL1,THRAP3,RBM20,TERF2IP,PLEC,KDM3A,USP16,DCTN1,USP10,PARN,DDX20,DDX21,WIZ,LIN9,ADD3,IWS1,ATAD2B,POLD3,RPS6KC1,TGS1,TRA2B,TRA2A,FAM120A,MAPK6,BUB1,ABCF1,SPEN,ARFGEF1,RBM39,TCF7L2,RRM2,ZNF185,NAA10,NIFK,EYA3,LIMK2,CDK11B,SHCBP1,U2SURP,CHFR,TICRR,CAPN13,WEE1,GOLPH3,POLE3,LNX1,NUP35,ERCC5,NAA15,ABCE1
3	CDK1*	9.3	RB1,MDC1,RAPH1,HNRNPR,SMC3,NOC2L,FNBP1L,SMC4,GPATCH8,EPS8,MTBP,RAVER1,DPYSL2,GTSE1,FNBP4,WDHD1,DAXX,PRKCB,ZNF281,NGDN,DDX10,PRKCA,SCRIB,DICER1,CD2AP,SYTL2,EML4,BCR,NUP93,DYNC1LI2,MAP1B,OPTN,POM121,CDCA2,CDCA3,PRKDC,MEPCE,NCAPG,NOLC1,CDCA8,SLAIN2,SKA3,MTMR4,PRKCZ,RIC8A,LDHA,HSPH1,LARP1,RNF213,POM121C,EPB41L1,SERPINH1,SFN,NUP88,RREB1,S100A11,MCTS1,ZNF264,ZNF384,LRBA,EIF2AK3,LARP7,NFATC2,EIF2AK4,LARP4,ABTB2,COL1A1,HNRNPM,UCK2,HNRNPK,EIF5,TDP1,NMT1,PLCH1,CDK12,CEP85,CDK13,EZH1,EZH2,CPEB4,ARF4,LIN54,CDKN1A,SETD2,SMG1,SRP54,TCF20,SMG7,OSBPL11,CLINT1,WDR43,HOXC10,PHF8,EEA1,TUBA1C,CHAF1B,NIPBL,CHAF1A,MED13,AIFM1,CASP10,TRIM2,NUF2,ZNF280C,PBK,IKBKG,DLGAP5,CEP55,DLGAP4,NELFE,NDC1,UPF2,RING1,NSUN2,MYOF,BAZ1A,ASH1L,DUSP9,CIT,NCOR2,HADHA,INCENP,HCLS1,STAU1,AHNAK,SRRT,EGFR,UNG,CENPC,RECQL4,RECQL5,SNX27,RNF139,TCOF1,NSD1,NSD2,LEO1,SPP1,PMS2,FLNB,ZNF106,RPS2,SF3B1,SRSF12,CASP8AP2,MBD4,SLC16A1,RIOK3,STAT2,ATAD2,SAAL1,GATAD2A,CENPE,CENPF,SNX19,RYBP,MYBBP1A,SNX16,PSMC1,SERBP1,CCDC6,ZNF217,GOPC,PKN2,CIAPIN1,NCAPD3,NUCB2,ERO1A,CCNT2,RIF1,CSE1L,FMR1,UBP1,IRS2,OSBP,SMARCAD1,MAP3K9,KPNA2,GTF2I,HMGN1,TLE4,MAP2K1,SUPT16H,IK,CEP135,TLE1,RPS6,CEP131,PRPF4B,THOC3,THOC2,CDC25C,THOC5,TC2N,GTF2F1,SRCIN1,CDC25B,MSH6,ARMCX3,PYGO2,ILF3,MELK,STIM1,NCL,KAT6A,HAT1,MADD,ZNF318,FKBP8,PKP2,PKP1,PHIP,ADNP,PKP3,SRSF6,FKBP4,SNRPC,SQSTM1,FKBP3,AJUBA,ANAPC1,KPNB1,ANKRD17,KMT2D,DNMT1,KMT2A,CBFB,KMT2C,ANKRD11,KMT2B,STK39,GMPS,CORO1A,HSP90B1,BAG6,NPAT,STIP1,ORC1,HNRNPDL,STK36,BAG3,UBR7,ATXN7,ORC2,TPR,UBR5,ABL1,PGK1,ABL2,DVL3,SMN1,ZBTB17,OSBPL8,FANCM,FUS,CCDC14,OSBPL3,SYNJ2,EEF2,PALB2,NFKB2,ZC3HC1,TFCP2,STK26,ALB,BCL3,CDK1,PDCL,MNAT1,EIF4G1,ARHGAP11A,RNF10,WDR1,NUMA1,SH2D4A,WDR4,FHL2,MCM10,CDC73,PTBP1,EXO1,PPP1R13L,SNRNP70,SUMO2,PPP6R3,TLK2,UBTF,TLK1,CEP170,ATP7A,LBR,CEP290,DSP,EIF5B,RFC1,DTX3L,SH2D3A,ATRX,TRAF2,RANGAP1,PTBP3,ASPM,DNAJC2,DNAJC1,DBF4,ESPL1,ASPH,ZNF638,MCM3,MCM4,LCOR,BIRC6,LCP2,MCM6,PPP1R12B,DTL,GAPDH,MET,MCM2,RAB1A,GTF3C2,UHRF1,HDAC1,MGRN1,TTK,FOXK1,MFF,PPM1G,DNAJB1,IFI16,POLR2A,RBBP5,RBBP8,XIRP1,EIF4H,SH3BP4,RBBP6,IGF2BP3,ASCC2,ASCC3,HNRNPA1,E2F8,HNRNPA0,PTPN1,CIZ1,NOP58,SSB,MYO10,CDC42BPG,MGA,FOXJ3,RPRD2,OXR1,MYO1E,MCM3AP,SH3D21,PRC1,VAPB,SPAG1,PTPN6,CEBPZ,EIF3C,EIF3A,TNRC6A,EIF3B,PTPN3,CUL4B,ERRFI1,JPT2,MKI67,IKZF3,CCAR1,CDC20,GOLGA2,GOLGA3,RPS6KA5,GOLGA5,BAIAP2L1,TRIM28,CHEK2,CDC26,RPS6KA1,TRIM24,DPF2,RCC1,TRIM25,ARFIP1,DENR,UBAP2L,CCNL2,SOX4,TMPO,TNS1,SRRM2,SMARCC1,SMARCC2,LIMCH1,KRT8,KNL1,PIMREG,RUNX2,RUNX1,MARF1,XRN1,GRWD1,AKAP9,TAGLN2,VDAC1,LLGL1,MACF1,GRB7,DHX9,CTR9,HTATSF1,FXR1,BRIP1,SCFD1,DSN1,NUAK2,SPAST,RACGAP1,MAP2,PCBP1,MAP7,SCAP,CEP192,MAP4,TP53BP1,HIVEP2,N4BP2,SNX6,CDT1,XRCC6,XBP1,ZRANB2,SETDB1,IQSEC2,RAB27A,XRCC1,SMARCA1,PAICS,TRERF1,DCLK1,SMARCA4,SRPK1,PARP10,ANLN,POLA1,CCDC88A,TPX2,GOLGB1,CALU,PAF1,SPATS2L,MAGED2,TOP2A,TOP2B,HIP1,C2CD2,KIF14,RSF1,BRCA1,PTPRK,SIPA1L2,SIPA1L3,LARP1B,SYNCRIP,AKAP13,GYS1,PCM1,ZMYM3,MIS18BP1,PCF11,UIMC1,PRX,DHX15,UFD1,KIF1B,KIF1A,CCT3,MAP4K2,PARP2,KIF23,AP3B1,PRPF40A,KIF22,TOPORS,GAK,ENAH,UGDH,HCK,CTTN,NFX1,CSDE1,MAPT,ARHGEF5,DYNC1I2,SLC20A2,SLC20A1,DOT1L,RGPD6,NOL8,XIAP,AKAP1,PURA,LIMA1,PAK1,SLX4,CUX1,KIAA0753,PAK6,PCNT,REM2,PAK4,MAP4K4,RANBP2,GIT2,SVIL,NPM1,GBF1,HUWE1,AP3D1,RPA2,PLEKHA4,RSL1D1,KRT19,KRT18,KIF26B,HNRNPA2B1,TACC3,TRIP12,FOXA1,OTUD4,ERCC6L,KDM1A,GEMIN2,POGK,BCCIP,HDLBP,BUB1B,NUCKS1,CELSR1,ESPN,EEF1B2,FBL,GRIP1,PPIP5K2,KRT6A,NOM1,GAS2L3,RALBP1,BORA,LIG1,KDM2B,CASK,LMTK2,PPP4R3A,UBE4B,LMO7,TANC2,CCNE2,TIMELESS,CARD14,CARD11,RAI14,PXK,DDX5,COPA,NOP2,SEL1L,PDS5A,SUPT6H,NUP160,CAMSAP2,CCNB2,VCPIP1,LPXN,STAP2,CLSPN,ECT2,FAM83D,MARK3,MORC2,GCN1,BPTF,CBX8,HSPA8,CPSF7,CAV1,HMGA1,HMGA2,NUP153,TDRD7,EIF2S2,SSH2,ANKHD1,TDRD3,SSH1,CAMSAP3,KIF18B,DLG2,CPS1,NASP,DLG3,KIF4A,UBA1,PI4KB,BRWD3,UBE2M,RBM27,USP36,KDM5B,DDX3X,MAST2,CHD8,CHD7,HMGB3,CHD4,ADAR,YBX1,CHTF18,CHD1,LMNB1,PPP1R9B,RBM3,CASP8,SIX4,MYBL2,CA9,TOPBP1,POLE,SCYL2,ARHGEF11,RBM14,USP42,DDX55,RBM19,CAD,PLA2G4A,RPS3A,NAV1,IRAK4,MASTL,SAFB,CKAP5,UTP18,PJA2,RBL2,VCAN,PSRC1,RBL1,PALLD,TERF2IP,BLVRA,PLEC,USP16,DCTN1,USP10,DDX20,PARN,DDX21,LIN9,ATAD2B,POLD3,NXF1,RPS6KC1,TGS1,TRA2B,TRA2A,EPS8L1,EPS8L3,MAPK6,BUB1,ABCF1,ARFGEF1,TCF7L2,RBM39,RRM2,ZNF185,TAF15,NAA10,NIFK,EYA3,LIMK2,PDE4DIP,CDK11B,SHCBP1,CHFR,U2SURP,TICRR,CAPN13,WEE1,GOLPH3,POLE3,NUP35,ERCC5,ABCE1,RBMX
